t, k1_1, k1_2, k1_3, k1_4, k1_5, k1_6, k1_7, k1_8, k1_9, k1_10, k1_11, k1_12, k2_1, k2_2, k2_3, k2_4, k2_5, k2_6, k2_7, k2_8, k2_9, k2_10, k2_11, k2_12, k3_1, k3_2, k3_3, k3_4, k3_5, k3_6, k3_7, k3_8, k3_9, k3_10, k3_11, k3_12
0,0.086402,-0.24048,-0.097624,-0.15533,0.81916,-2.6799,-0.044162,-0.19685,-0.011581,0.048743,0.024875,-0.17123,0.20952,0.25657,-0.20392,-0.23437,2.2743,2.3298,0.11147,0.17897,-0.12547,-0.084105,0.048842,0.14698,-0.058446,-0.025797,-0.030114,-0.041885,0.19054,-0.22902,-0.041196,-0.016284,-0.0015384,0.0012698,8.4775e-05,-0.0060963
0.01,0.090165,-0.25983,-0.10098,-0.16031,0.83647,-2.8885,-0.048894,-0.21132,-0.0087659,0.052446,0.026982,-0.1844,0.13257,0.16883,-0.13635,-0.16843,1.5101,1.53,0.07033,0.11796,-0.083617,-0.055817,0.030831,0.098213,-0.057989,-0.026177,-0.029594,-0.041777,0.18579,-0.22994,-0.0408,-0.016357,-0.0014401,0.0012343,0.00019505,-0.0059879
0.02,0.080245,-0.23399,-0.086898,-0.13494,0.71405,-2.596,-0.042132,-0.18907,-0.0069917,0.046759,0.02436,-0.16572,0.083053,0.11023,-0.089856,-0.11941,0.98997,0.99774,0.042866,0.07723,-0.054823,-0.03651,0.01921,0.065016,-0.057322,-0.026126,-0.029294,-0.041636,0.18373,-0.2267,-0.040203,-0.016093,-0.0015892,0.0010728,0.00034284,-0.0056146
0.03,0.081957,-0.23649,-0.086966,-0.12906,0.71214,-2.6221,-0.040613,-0.18991,-0.0080652,0.046509,0.025245,-0.16712,0.090975,0.11901,-0.1081,-0.15268,1.1681,1.0642,0.042812,0.083239,-0.063258,-0.040675,0.021728,0.071068,-0.056669,-0.026076,-0.028995,-0.041266,0.18174,-0.22342,-0.039632,-0.015794,-0.0017922,0.00092119,0.00047699,-0.0052429
0.04,0.082562,-0.23637,-0.085496,-0.11955,0.69702,-2.6182,-0.038831,-0.18847,-0.009167,0.045959,0.025705,-0.16646,0.091646,0.11897,-0.11842,-0.17592,1.2604,1.0523,0.039331,0.083356,-0.066879,-0.041979,0.022572,0.072281,-0.056042,-0.026077,-0.028681,-0.040691,0.17962,-0.2206,-0.039106,-0.015497,-0.0020217,0.00079361,0.00059535,-0.0049042
0.05,0.0832,-0.23613,-0.083884,-0.10874,0.68082,-2.6125,-0.03713,-0.18682,-0.010555,0.04552,0.026094,-0.16554,0.091867,0.11812,-0.12863,-0.19917,1.3506,1.033,0.035527,0.083128,-0.070218,-0.043191,0.0234,0.073308,-0.055431,-0.026106,-0.028361,-0.039958,0.17747,-0.218,-0.038609,-0.015192,-0.0022773,0.00068208,0.00070115,-0.0045848
0.06,0.083992,-0.23605,-0.082214,-0.097077,0.66424,-2.6084,-0.035539,-0.18522,-0.012182,0.045236,0.026446,-0.16459,0.09208,0.11695,-0.13924,-0.22297,1.4444,1.0106,0.031586,0.082913,-0.073586,-0.044488,0.024323,0.074445,-0.054833,-0.026158,-0.028038,-0.039097,0.17532,-0.21559,-0.038139,-0.014877,-0.002552,0.00058468,0.00079538,-0.0042828
0.07,0.084868,-0.23591,-0.080408,-0.084702,0.64667,-2.6034,-0.034007,-0.18348,-0.013994,0.045053,0.026739,-0.16347,0.092133,0.11531,-0.1499,-0.24653,1.5383,0.98395,0.027496,0.082631,-0.076835,-0.045783,0.025282,0.075604,-0.054243,-0.026229,-0.027713,-0.038138,0.17317,-0.21334,-0.037689,-0.014552,-0.0028402,0.00049925,0.00087914,-0.0039962
0.08,0.085855,-0.23576,-0.078494,-0.071865,0.62837,-2.5981,-0.032522,-0.18167,-0.015953,0.044966,0.026982,-0.16222,0.091844,0.11305,-0.16011,-0.26888,1.6274,0.95195,0.023268,0.082165,-0.079764,-0.046964,0.026202,0.076648,-0.053659,-0.026313,-0.027388,-0.037106,0.17105,-0.2112,-0.037256,-0.014216,-0.0031366,0.00042384,0.00095345,-0.0037228
0.09,0.086967,-0.23558,-0.076482,-0.058773,0.60943,-2.5925,-0.031073,-0.1798,-0.018016,0.044961,0.027183,-0.16086,0.091374,0.11037,-0.16995,-0.28996,1.7129,0.91666,0.019004,0.081667,-0.082458,-0.04808,0.027107,0.07769,-0.053079,-0.026406,-0.027065,-0.036022,0.16897,-0.20913,-0.036837,-0.013868,-0.0034362,0.00035678,0.0010192,-0.003461
